date,europe,middleeast,russia
04/01/2019,129.71396311629658,129.15880799698226,137.8581308041889
04/02/2019,130.84305607828378,130.06412674462464,139.0436672594349
04/03/2019,130.14678208505833,129.87551867219915,138.11499703615888
04/04/2019,131.2382386149793,130.2338740098076,139.2807745504841
04/05/2019,131.50169363944298,131.76159939645416,139.53764078245408
04/06/2019,131.50169363944298,131.76159939645416,139.53764078245408
04/07/2019,131.50169363944298,131.76159939645416,139.53764078245408
04/08/2019,133.5528791870531,132.87438702376463,141.88895475202528
04/09/2019,133.25178773052315,131.98792908336478,141.69136534281762
04/10/2019,134.6066992849078,133.51565447001133,142.89666073898437
04/11/2019,134.36206247647723,131.83704262542437,142.24461568859908
04/12/2019,134.96424538953707,132.66691814409657,142.58051768425213
04/13/2019,134.96424538953707,132.66691814409657,142.58051768425213
04/14/2019,134.96424538953707,132.66691814409657,142.58051768425213
04/15/2019,133.89160707564923,132.70463975858166,141.25666864256075
04/16/2019,134.2491531802785,133.9305922293474,140.9405255878285
04/17/2019,135.28415506210013,133.74198415692192,141.73088322465915
04/18/2019,135.32179149416635,134.55299886835158,140.88124876506618
04/19/2019,135.32179149416635,134.6473029045643,140.88124876506618
04/20/2019,135.32179149416635,134.6473029045643,140.88124876506618
04/21/2019,135.32179149416635,134.6473029045643,140.88124876506618
04/22/2019,135.32179149416635,137.98566578649564,140.88124876506618
04/23/2019,135.6417011667294,137.98566578649564,146.03833234538627
04/24/2019,140.36507339104253,138.8721237268955,147.8759138510176
04/25/2019,141.41889348889725,138.8721237268955,150.3457814661134
04/26/2019,135.45351900639818,134.74160694077705,142.12606204307448
04/27/2019,135.45351900639818,134.74160694077705,142.12606204307448
04/28/2019,135.45351900639818,134.74160694077705,142.12606204307448
04/29/2019,135.52879187053065,135.13768389287063,142.50148192056906
04/30/2019,137.18479488144524,136.4956620143342,144.4180991898834
05/01/2019,135.13360933383515,134.49641644662393,144.0624382533096
05/02/2019,132.12269476853592,132.47831007167105,141.19739181979844
05/03/2019,134.45615355664285,132.08223311957752,143.92412566686426
05/04/2019,134.45615355664285,132.08223311957752,143.92412566686426
05/05/2019,134.45615355664285,132.08223311957752,143.92412566686426
05/06/2019,134.45615355664285,129.6680497925311,143.92412566686426
05/07/2019,132.4614226571321,129.6680497925311,141.55305275637227
05/08/2019,133.06360557019192,129.9698227084119,142.24461568859908
05/09/2019,133.43996989085434,129.9698227084119,140.5255878284924
05/10/2019,133.38351524275498,130.85628064881178,143.31159849832048
05/11/2019,133.38351524275498,130.85628064881178,143.31159849832048
05/12/2019,133.38351524275498,130.85628064881178,143.31159849832048
05/13/2019,133.7786977794505,129.9321010939268,144.73424224461567
05/14/2019,134.32442604441098,132.30856280648814,145.0899031811895
05/15/2019,135.98042905532557,133.0629950961901,146.1964038727524
05/16/2019,138.03161460293563,135.26970954356844,149.37759336099583
05/17/2019,136.6955212645841,134.2700867597133,147.8759138510176
05/18/2019,136.6955212645841,134.2700867597133,147.8759138510176
05/19/2019,136.6955212645841,134.2700867597133,147.8759138510176
05/20/2019,136.73315769665035,133.68540173519426,146.4335111638016
05/21/2019,135.79224689499435,133.8551490003772,145.90001975894094
05/22/2019,133.87278885961612,131.25235760090533,143.92412566686426
05/23/2019,127.43695897628903,124.08525084873634,136.87018375815055
05/24/2019,127.62514113662024,125.10373443983404,136.0798261213199
05/25/2019,127.62514113662024,125.10373443983404,136.0798261213199
05/26/2019,127.62514113662024,125.10373443983404,136.0798261213199
05/27/2019,127.62514113662024,127.74424745379105,136.0798261213199
05/28/2019,131.3323296951449,128.00829875518673,140.4663110057301
05/29/2019,129.5634173880316,126.59373821199549,141.3554633471646
05/30/2019,127.117049303726,121.85967559411542,139.20173878680103
05/31/2019,122.18667670304856,112.56129762353828,133.72851215174867
06/01/2019,122.18667670304856,112.56129762353828,133.72851215174867
06/02/2019,122.18667670304856,112.56129762353828,133.72851215174867
06/03/2019,115.73202860368836,112.35382874387024,124.10590792333532
06/04/2019,116.48475724501316,113.24028668427007,124.89626556016596
06/05/2019,113.75611592021076,109.86420218785364,120.6085753803596
06/06/2019,114.39593526533685,111.80686533383629,121.85338865836792
06/07/2019,118.36657884832518,114.80573368540172,124.48132780082987
06/08/2019,118.36657884832518,114.80573368540172,124.48132780082987
06/09/2019,118.36657884832518,114.80573368540172,124.48132780082987
06/10/2019,118.85585246518627,113.46661637118068,124.59988144635447
06/11/2019,118.027850959729,113.6175028291211,122.72278205888163
06/12/2019,114.80993601806549,109.07204828366652,118.96858328393598
06/13/2019,116.25893865261574,111.97661259901923,120.9642363169334
06/14/2019,117.12457659013926,112.48585439456808,120.68761114404268
06/15/2019,117.12457659013926,112.48585439456808,120.68761114404268
06/16/2019,117.12457659013926,112.48585439456808,120.68761114404268
06/17/2019,116.27775686864884,110.65635609204074,119.54159257063822
06/18/2019,117.70794128716598,112.90079215390418,121.2211025489034
06/19/2019,116.8611215656756,112.80648811769144,120.23315550286505
06/20/2019,120.92585622882952,118.50245190494152,125.33096226042284
06/21/2019,122.95822356040648,119.38890984534136,126.43746295198576
06/22/2019,122.95822356040648,119.38890984534136,126.43746295198576
06/23/2019,122.95822356040648,119.38890984534136,126.43746295198576
06/24/2019,121.09522017312756,118.50245190494152,124.79747085556214
06/25/2019,123.31576966503576,118.44586948321388,126.93143647500492
06/26/2019,125.1411366202484,121.16182572614107,128.1367318711717
06/27/2019,125.00940910801656,121.67106752168992,129.08516103536851
06/28/2019,125.83741061347384,121.08638249717087,130.94250148192057
06/29/2019,125.83741061347384,121.08638249717087,130.94250148192057
06/30/2019,125.83741061347384,121.08638249717087,130.94250148192057
07/01/2019,122.33722243131352,119.08713692946058,126.75360600671806
07/02/2019,118.68648852088822,114.48509996227838,122.44615688599092
07/03/2019,118.91230711328566,116.95586571105244,124.046631100573
07/04/2019,119.589762890478,115.7487740475292,124.22446156885992
07/05/2019,120.58712834023336,118.21953979630328,125.42975696502668
07/06/2019,120.58712834023336,118.21953979630328,125.42975696502668
07/07/2019,120.58712834023336,118.21953979630328,125.42975696502668
07/08/2019,121.82913059841928,117.7102980007544,126.73384706579726
07/09/2019,120.7188558524652,118.18181818181816,125.56806955147204
07/10/2019,124.5013172751223,123.40626178800451,129.7372060857538
07/11/2019,126.0820474219044,122.36891738966426,132.1675558190081
07/12/2019,125.705683101242,122.80271595624292,130.19166172693144
07/13/2019,125.705683101242,122.80271595624292,130.19166172693144
07/14/2019,125.705683101242,122.80271595624292,130.19166172693144
07/15/2019,125.63041023710952,122.12372689551113,130.9227425409998
07/16/2019,125.46104629281145,118.06865333836288,129.16419679905158
07/17/2019,120.68121942039892,117.27649943417578,125.31120331950208
07/18/2019,116.3342115167482,114.59826480573368,119.44279786603438
07/19/2019,117.21866767030484,115.61674839683138,120.31219126654813
07/20/2019,117.21866767030484,115.61674839683138,120.31219126654813
07/21/2019,117.21866767030484,115.61674839683138,120.31219126654813
07/22/2019,118.94994354535191,117.08789136175028,122.3276032404663
07/23/2019,118.96876176138504,118.20067898906072,123.15747875913851
07/24/2019,120.85058336469704,117.80460203696718,126.22011460185732
07/25/2019,120.0037636432066,118.40814786872878,126.10156095633272
07/26/2019,119.0440346255175,118.38928706148624,125.39023908318514
07/27/2019,119.0440346255175,118.38928706148624,125.39023908318514
07/28/2019,119.0440346255175,118.38928706148624,125.39023908318514
07/29/2019,119.589762890478,118.72878159185214,125.25192649673976
07/30/2019,120.53067369213396,120.25650697849868,125.86445366528352
07/31/2019,121.7726759503199,121.36929460580912,128.2157676348548
08/01/2019,119.60858110651112,111.10901546586192,126.85240071132188
08/02/2019,116.8046669175762,113.8815541305168,123.43410393202925
08/03/2019,116.8046669175762,113.8815541305168,123.43410393202925
08/04/2019,116.8046669175762,113.8815541305168,123.43410393202925
08/05/2019,113.77493413624389,109.90192380233874,119.87749456629123
08/06/2019,112.60820474219044,108.27989437947944,118.51412764275835
08/07/2019,105.83364697026722,104.09279517163334,118.51412764275835
08/08/2019,108.28001505457284,106.75216899283288,113.98933017190278
08/09/2019,110.31238238614978,108.9023010184836,116.1232957913456
08/10/2019,110.31238238614978,108.9023010184836,116.1232957913456
08/11/2019,110.31238238614978,108.9023010184836,116.1232957913456
08/12/2019,109.86074520135492,108.80799698227084,115.6490812092472
08/13/2019,114.69702672186676,113.24028668427007,121.12230784429954
08/14/2019,110.48174633044788,109.90192380233874,115.11558980438647
08/15/2019,109.7478359051562,107.95926065635608,114.14740169926894
08/16/2019,110.36883703424915,108.86457940399848,117.36810906935388
08/17/2019,110.36883703424915,108.86457940399848,117.36810906935388
08/18/2019,110.36883703424915,108.86457940399848,117.36810906935388
08/19/2019,111.76138502070005,111.12787627310448,120.0158071527366
08/20/2019,111.9307489649981,111.95775179177669,118.71171705196602
08/21/2019,114.41475348136996,112.90079215390418,121.81387077652636
08/22/2019,112.64584117425667,112.16522067144471,120.2529144437858
08/23/2019,111.10274745954084,110.59977367031308,117.92135941513536
08/24/2019,111.10274745954084,110.59977367031308,117.92135941513536
08/25/2019,111.10274745954084,110.59977367031308,117.92135941513536
08/26/2019,111.10274745954084,109.09090909090908,117.94111835605612
08/27/2019,110.63229205871284,110.8638249717088,117.5459395376408
08/28/2019,114.264207753105,112.37268955111276,121.45820983995256
08/29/2019,114.18893488897253,113.7118068653338,121.79411183560562
08/30/2019,113.81257056831012,111.07129385137684,122.68326417704012
08/31/2019,113.81257056831012,111.07129385137684,122.68326417704012
09/01/2019,113.81257056831012,111.07129385137684,122.68326417704012
09/02/2019,109.71019947308996,107.6952093549604,117.76328788776922
09/03/2019,108.6375611592021,106.41267446246698,113.969571230982
09/04/2019,113.81257056831012,110.562052055828,119.38352104327208
09/05/2019,116.91757621377494,111.24104111655976,123.07844299545545
09/06/2019,114.33948061723748,112.76876650320634,120.29243232562736
09/07/2019,114.33948061723748,112.76876650320634,120.29243232562736
09/08/2019,114.33948061723748,112.76876650320634,120.29243232562736
09/09/2019,118.25366955212648,114.541682384006,125.6471053151551
09/10/2019,119.81558148287544,114.10788381742738,126.99071329776724
09/11/2019,117.08694015807302,110.80724254998114,123.73048804584074
09/12/2019,113.11629657508468,109.80761976612598,119.26496739774748
09/13/2019,113.54911554384644,109.99622783855148,120.23315550286505
09/14/2019,113.54911554384644,109.99622783855148,120.23315550286505
09/15/2019,113.54911554384644,109.99622783855148,120.23315550286505
09/16/2019,127.62514113662024,127.0275367785741,134.4003161430547
09/17/2019,123.33458788106888,118.61561674839682,128.80853586247775
09/18/2019,120.79412871659768,117.33308185590344,126.2398735427781
09/19/2019,121.2834023334588,120.67144473783478,126.16083777909505
09/20/2019,122.24313135114792,120.16220294228592,128.0774550484094
09/21/2019,122.24313135114792,120.16220294228592,128.0774550484094
09/22/2019,122.24313135114792,120.16220294228592,128.0774550484094
09/23/2019,121.17049303726006,120.29422859298376,126.97095435684648
09/24/2019,120.21076401957096,117.16333459072048,125.92373048804583
09/25/2019,116.97403086187428,116.29573745756316,121.24086148982414
09/26/2019,116.35302973278132,116.82384006035458,120.58881643943884
09/27/2019,117.38803161460294,115.06978498679744,121.3791740762695
09/28/2019,117.38803161460294,115.06978498679744,121.3791740762695
09/29/2019,117.38803161460294,115.06978498679744,121.3791740762695
09/30/2019,114.58411742566804,112.97623538287438,118.43509187907527
10/01/2019,111.70493037260069,108.92116182572612,116.597510373444
10/02/2019,108.24237862250658,107.14824594492644,112.36909701639992
10/03/2019,107.94128716597666,107.31799321010938,112.54692748468682
10/04/2019,110.10538200978546,108.39305922293474,114.75992886781268
10/05/2019,110.10538200978546,108.39305922293474,114.75992886781268
10/06/2019,110.10538200978546,108.39305922293474,114.75992886781268
10/07/2019,111.66729394053444,108.9023010184836,115.41197391819796
10/08/2019,109.1832894241626,108.1478687287816,112.80379371665678
10/09/2019,111.59202107640196,108.07242549981136,115.88618850029636
10/10/2019,110.42529168234852,109.84534138061107,114.66113416320889
10/11/2019,113.83138878434325,113.39117314221048,117.64473424224462
10/12/2019,113.83138878434325,113.39117314221048,117.64473424224462
10/13/2019,113.83138878434325,113.39117314221048,117.64473424224462
10/14/2019,110.85811065111028,111.31648434553,114.12764275834814
10/15/2019,111.64847572450132,109.3172387778197,114.87848251333727
10/16/2019,111.6296575084682,110.46774801961524,115.09583086346572
10/17/2019,111.02747459540836,111.65597887589588,115.17486662714876
10/18/2019,112.17538577342869,110.73179932101094,116.3999209642363
10/19/2019,112.17538577342869,110.73179932101094,116.3999209642363
10/20/2019,112.17538577342869,110.73179932101094,116.3999209642363
10/21/2019,110.4064734663154,109.93964541682384,114.40426793123888
10/22/2019,113.28566051938276,111.01471142964918,117.46690377395772
10/23/2019,113.49266089574708,114.12674462466993,117.50642165579926
10/24/2019,115.82611968385396,114.97548095058468,119.85773562537048
10/25/2019,116.35302973278132,115.57902678234628,122.3276032404663
10/26/2019,116.35302973278132,115.57902678234628,122.3276032404663
10/27/2019,116.35302973278132,115.57902678234628,122.3276032404663
10/28/2019,115.2992096349266,114.541682384006,119.02786010669828
10/29/2019,116.4283025969138,114.69256884194644,120.33195020746888
10/30/2019,114.62175385773428,113.27800829875518,118.69195811104524
10/31/2019,113.3044787354159,111.71256129762352,118.8500296384114
11/01/2019,113.8878434324426,113.33459072048284,120.56905749851808
11/02/2019,113.8878434324426,113.33459072048284,120.56905749851808
11/03/2019,113.8878434324426,113.33459072048284,120.56905749851808
11/04/2019,118.08430560782836,113.73066767257636,118.8500296384114
11/05/2019,118.34776063229206,115.08864579404,125.60758743331355
11/06/2019,117.08694015807302,113.10826103357223,124.4022920371468
11/07/2019,117.8396687993978,114.08902301018485,125.37048014226436
11/08/2019,117.8396687993978,115.06978498679744,124.18494368701838
11/09/2019,117.8396687993978,115.06978498679744,124.18494368701838
11/10/2019,117.8396687993978,115.06978498679744,124.18494368701838
11/11/2019,117.57621377493412,114.48509996227838,125.33096226042284
11/12/2019,117.5385773428679,114.61712561297624,124.56036356451294
11/13/2019,117.3692133985698,115.29611467370805,124.71843509187909
11/14/2019,117.7267595031991,114.97548095058468,124.71843509187909
11/15/2019,119.25103500188182,116.8804224820822,126.7931238885596
11/16/2019,119.25103500188182,116.8804224820822,126.7931238885596
11/17/2019,119.25103500188182,116.8804224820822,126.7931238885596
11/18/2019,116.9928490779074,115.03206337231234,125.80517684252123
11/19/2019,114.67820850583364,112.37268955111276,124.48132780082987
11/20/2019,117.85848701543094,115.86193889098452,128.1367318711717
11/21/2019,119.38276251411368,118.99283289324782,130.48804584074296
11/22/2019,119.08167105758372,118.42700867597132,130.48804584074296
11/23/2019,119.08167105758372,118.42700867597132,130.48804584074296
11/24/2019,119.08167105758372,118.42700867597132,130.48804584074296
11/25/2019,119.589762890478,118.14409656733308,127.87986563920173
11/26/2019,120.28603688370345,119.23802338740096,128.17624975301325
11/27/2019,119.909672563041,118.95511127876271,129.38154514918
11/28/2019,119.25103500188182,113.54205960015088,129.38154514918
11/29/2019,117.8396687993978,117.18219539796304,128.72950009879472
11/30/2019,117.8396687993978,117.18219539796304,128.72950009879472
12/01/2019,117.8396687993978,117.18219539796304,128.72950009879472
12/02/2019,116.03312006021828,112.5801584307808,125.66686425607588
12/03/2019,115.07339104252917,112.73104488872124,125.1728907330567
12/04/2019,118.34776063229206,116.71067521689928,129.71744714483305
12/05/2019,119.92849077907412,117.7102980007544,130.5473226635052
12/06/2019,120.98231087692888,119.27574500188608,132.18731475992888
12/07/2019,120.98231087692888,119.27574500188608,132.18731475992888
12/08/2019,120.98231087692888,119.27574500188608,132.18731475992888
12/09/2019,121.1893112532932,119.27574500188608,132.06876111440428
12/10/2019,121.43394806172374,119.48321388155412,132.32562734637423
12/11/2019,119.439217162213,118.48359109769898,129.95455443588224
12/12/2019,121.32103876552505,119.48321388155412,132.5232167555819
12/13/2019,122.29958599924726,121.91625801584308,134.04465520648094
12/14/2019,122.29958599924726,121.91625801584308,134.04465520648094
12/15/2019,122.29958599924726,121.91625801584308,134.04465520648094
12/16/2019,123.61686112156566,122.12372689551113,133.45188697885794
12/17/2019,124.44486262702294,123.12334967936629,135.32898636633075
12/18/2019,124.53895370718855,123.63259147491512,133.45188697885794
12/19/2019,125.6115920210764,124.25499811391929,136.7318711717052
12/20/2019,124.5013172751223,123.70803470388532,134.67694131594544
12/21/2019,124.5013172751223,123.70803470388532,134.67694131594544
12/22/2019,124.5013172751223,123.70803470388532,134.67694131594544
12/23/2019,124.93413624388408,124.36816295737457,132.36514522821577
12/24/2019,126.66541211893112,125.57525462089777,135.8427188302707
12/25/2019,126.66541211893112,125.61297623538286,135.8427188302707
12/26/2019,126.66541211893112,126.95209354960392,135.86247777119146
12/27/2019,128.3214151298457,126.93323274236135,133.19502074688796
12/28/2019,128.3214151298457,126.93323274236135,133.19502074688796
12/29/2019,128.3214151298457,126.93323274236135,133.19502074688796
12/30/2019,128.71659766654122,126.29196529611464,131.9897253507212
12/31/2019,124.80240873165222,124.17955488494908,130.9227425409998
01/01/2020,124.80240873165222,122.59524707657488,130.9227425409998
01/02/2020,124.1061347384268,123.29309694454922,129.51985773562538
01/03/2020,128.07677832141513,128.17804602036966,133.53092274254098
01/04/2020,128.07677832141513,128.17804602036966,133.53092274254098
01/05/2020,128.07677832141513,128.17804602036966,133.53092274254098
01/06/2020,130.0150545728265,128.97019992455677,135.8427188302707
01/07/2020,128.26496048174633,127.83855149000377,132.85911875123492
01/08/2020,125.36695521264583,122.51980384760466,130.0335901995653
01/09/2020,123.40986074520134,122.840437570728,128.59118751234934
01/10/2020,123.44749717726758,122.6895511127876,128.9666073898439
01/11/2020,123.44749717726758,122.6895511127876,128.9666073898439
01/12/2020,123.44749717726758,122.6895511127876,128.9666073898439
01/13/2020,120.85058336469704,121.18068653338364,123.77000592768228
01/14/2020,121.82913059841928,121.38815541305168,124.38253309622604
01/15/2020,120.38012796386904,120.35081101471144,122.09049594941712
01/16/2020,122.1302220549492,120.99207846095814,124.71843509187909
01/17/2020,121.64094843808806,121.02980007544322,123.59217545939538
01/18/2020,121.64094843808806,121.02980007544322,123.59217545939538
01/19/2020,121.64094843808806,121.02980007544322,123.59217545939538
01/20/2020,122.84531426420774,121.55790267823464,124.73819403279984
01/21/2020,121.7726759503199,120.59600150886456,122.80181782256471
01/22/2020,119.23221678584868,118.70992078460958,119.75894092076663
01/23/2020,116.4094843808807,116.22029422859296,118.07943094250147
01/24/2020,113.86902521640948,113.41003394945304,114.2857142857143
01/25/2020,113.86902521640948,113.41003394945304,114.2857142857143
01/26/2020,113.86902521640948,113.41003394945304,114.2857142857143
01/27/2020,111.2532931878058,110.76952093549605,112.68524007113218
01/28/2020,112.852841550621,110.24141833270464,114.34499110847658
01/29/2020,113.02220549491908,110.3734439834025,114.52282157676348
01/30/2020,110.55701919458032,107.11052433044132,111.08476585655008
01/31/2020,109.57847196085812,105.5073557148246,115.3329381545149
02/01/2020,109.57847196085812,105.5073557148246,115.3329381545149
02/02/2020,109.57847196085812,105.5073557148246,115.3329381545149
02/03/2020,103.21791494166352,100.20746887966806,107.88381742738588
02/04/2020,103.59427926232593,99.1701244813278,107.68622801817824
02/05/2020,105.49491908167106,103.13089400226328,110.57103339261016
02/06/2020,103.78246142265712,102.4896265560166,110.21537245603636
02/07/2020,103.763643206624,100.94304036212748,107.0539419087137
02/08/2020,103.763643206624,100.94304036212748,107.0539419087137
02/09/2020,103.763643206624,100.94304036212748,107.0539419087137
02/10/2020,101.2043658261197,98.2270841192003,104.8014226437463
02/11/2020,102.03236733157696,99.83025273481704,106.4018968583284
02/12/2020,104.8927361686112,103.5081101471143,109.44477376012648
02/13/2020,105.83364697026722,104.58317615993964,111.0254890337878
02/14/2020,107.7719232216786,105.52621652206714,113.06065994862676
02/15/2020,107.7719232216786,105.52621652206714,113.06065994862676
02/16/2020,107.7719232216786,105.52621652206714,113.06065994862676
02/17/2020,108.16710575837408,105.94115428140324,113.969571230982
02/18/2020,107.50846819721492,105.62052055827988,113.02114206678522
02/19/2020,111.78020323673314,108.8268577895134,117.70401106500692
02/20/2020,111.87429431689876,108.84571859675592,118.43509187907527
02/21/2020,109.57847196085812,107.0162202942286,115.49100968188108
02/22/2020,109.57847196085812,107.0162202942286,115.49100968188108
02/23/2020,109.57847196085812,107.0162202942286,115.49100968188108
02/24/2020,104.83628152051185,102.94228592983778,110.4327208061648
02/25/2020,104.93037260067746,99.98113919275744,107.13297767239676
02/26/2020,103.02973278133234,97.37834779328554,103.75419877494564
02/27/2020,97.64772299586,94.2285929837797,98.28097213989332
02/28/2020,95.06962739932256,90.39984911354205,96.54218533886583
02/29/2020,95.06962739932256,90.39984911354205,96.54218533886583
03/01/2020,95.06962739932256,90.39984911354205,96.54218533886583
03/02/2020,97.2713586751976,96.1523953225198,98.9330171902786
03/03/2020,98.26872412495295,96.88796680497924,98.37976684449713
03/04/2020,97.5536319156944,95.81290079215388,97.628927089508
03/05/2020,96.6127211140384,94.0399849113542,96.50266745702432
03/06/2020,85.73579224689499,84.25122595247076,85.25983007310808
03/07/2020,85.73579224689499,84.25122595247076,85.25983007310808
03/08/2020,85.73579224689499,84.25122595247076,85.25983007310808
03/09/2020,68.74294316898758,61.46737080347039,64.96739774748073
03/10/2020,69.15694392171622,68.29498302527348,65.44161232957913
03/11/2020,68.08430560782838,64.82459449264427,63.97945070144241
03/12/2020,61.66729394053444,60.31686156167484,56.45129421063031
03/13/2020,62.75875047045541,63.221425877027535,58.88164394388461
03/14/2020,62.75875047045541,63.221425877027535,58.88164394388461
03/15/2020,62.75875047045541,63.221425877027535,58.88164394388461
03/16/2020,56.417011667293934,56.82761222180309,50.44457617071725
03/17/2020,55.833646970267225,55.243304413428895,50.42481722979648
03/18/2020,47.986450884456154,50.7167106752169,39.30053349140486
03/19/2020,50.67745577719233,53.64013579781215,41.651847460976086
03/20/2020,51.881821603312005,51.52772538664655,44.75400118553645
03/21/2020,51.881821603312005,51.52772538664655,44.75400118553645
03/22/2020,51.881821603312005,51.52772538664655,44.75400118553645
03/23/2020,51.07263831388784,49.509619011693694,37.4431930448528
03/24/2020,51.14791117802032,51.18823085628065,43.27208061647895
03/25/2020,52.277004140007534,51.37683892870615,42.97569650266746
03/26/2020,49.96236356793376,49.15126367408524,42.95593756174669
03/27/2020,46.89499435453519,46.90682761222181,35.21043272080617
