date,developedcountries,developingcountries,africa,asiaoceania,america
11/17/2019,96.68107116411178,98.94500352010604,97.60673818391588,99.67805211972428,100
11/18/2019,96.93390215524406,99.03640256959314,97.14785739814651,99.53448451670756,100
11/19/2019,96.9210144365534,99.10714285714285,97.43063426116368,99.67805211972428,100
11/20/2019,96.8030365066894,99.05761405011778,97.34981825451862,99.67805211972428,100
11/21/2019,96.89095641579442,99.05761405011778,97.67862258769242,99.67974743028256,100
11/22/2019,96.51892798428828,99.02599757535567,97.59209181455763,99.70555879866728,100
11/23/2019,96.51892798428828,99.02599757535567,97.59209181455763,99.70555879866728,100
11/24/2019,96.51892798428828,99.02599757535567,97.59209181455763,99.70555879866728,100
11/25/2019,96.33080057262416,98.89912648079456,97.37536846388817,99.68518068911176,100
11/26/2019,96.3530824218793,98.97038951882968,97.2171090272508,99.50735198772254,100
11/27/2019,96.22166246851384,99.0038347952572,97.44266995617508,99.67008990237773,100
11/28/2019,96.28308843762038,98.93578475522014,97.58896396259568,99.66680897272364,100
11/29/2019,96.45294668945368,98.92451970851276,97.7833280338113,99.62799101386491,100
11/30/2019,96.45294668945368,98.92451970851276,97.7833280338113,99.62799101386491,100
12/01/2019,96.45294668945368,98.92451970851276,97.7833280338113,99.62799101386491,100
12/02/2019,96.8598445423744,99.03839260773589,97.79283045004176,99.67805211972428,100
12/03/2019,96.95646391204112,98.99389148401006,97.79283045004176,99.67805211972428,100
12/04/2019,96.99086393471704,98.97038951882968,97.79283045004176,99.66160507810656,100
12/05/2019,97.03497465363668,99.13327720271408,97.71641963533612,99.81556931936538,100
12/06/2019,96.65436545643384,99.08705364369192,97.79283045004176,99.85733683063567,100
12/07/2019,96.65436545643384,99.08705364369192,97.79283045004176,99.85733683063567,100
12/08/2019,96.65436545643384,99.08705364369192,97.79283045004176,99.85733683063567,100
12/09/2019,96.83411189089864,99.13327720271408,97.51517668438292,99.68621066665244,100
12/10/2019,97.00377023730316,99.15030916711623,97.23011591952287,99.8393825327894,100
12/11/2019,96.97366087264987,98.93570491325264,97.33719651225717,99.52463073506382,100
12/12/2019,97.25396895984346,99.2561737578102,97.67877063719564,99.85448210223316,100
12/13/2019,97.41967815579932,99.36118784530386,97.81459311164691,99.92373140750315,100
12/14/2019,97.41967815579932,99.36118784530386,97.81459311164691,99.92373140750315,100
12/15/2019,97.41967815579932,99.36118784530386,97.81459311164691,99.92373140750315,100
12/16/2019,97.42835822557832,99.51943767034857,97.86240246309713,99.84970679428736,100
12/17/2019,97.56853822302529,99.57038995373428,97.93960436283432,99.84935030215875,100
12/18/2019,97.32754784156651,99.31997136721546,97.5015650467258,99.87616158831696,100
12/19/2019,97.24531993419004,99.57038995373428,97.79326453238092,99.8588158288377,100
12/20/2019,96.96936106061275,99.2844364937388,97.8579681417313,99.86331457603984,100
