date,developedcountries,developingcountries,africa,asiaoceania,america
11/01/2023,0.060109,0.0670689655172414,0.084,0.06256205895600819,0.05580144495921035
12/01/2023,0.05287899999999999,0.06166699820966759,0.07412348577832328,0.06172808406494246,0.0565685
01/01/2024,0.04612199999999999,0.05564012787334449,0.06531484570475388,0.05014243777090366,0.05392356393667225
02/01/2024,0.02809317640851993,0.05114686115992968,0.044,0.0560619425659119,0.05114686115992968
03/01/2024,0.0209272247687009,0.04934780625741131,0.04921598737542931,0.05569205569205571,0.04436050331559196
04/01/2024,0.01553305139918292,0.0476955283911672,0.04399259360855845,0.05902070011820659,0.04618890321846055
05/01/2024,0.016,0.04912236056644886,0.05224838585401863,0.05229733051610763,0.04609186056644886
06/01/2024,0.015,0.05117399157134272,0.05117399157134272,0.04924672571731403,0.04899515879747433
07/01/2024,0.015,0.05400425251269725,0.06452941011731173,0.0528858600852663,0.051013
08/01/2024,0.02040999999999999,0.05298701298701291,0.06645230439442651,0.04601541884410409,0.0511065
09/01/2024,0.02349999999999994,0.04836999999999999,0.05146392997283433,0.03459472392968832,0.04542678033472813
10/01/2024,0.02810000000000002,0.04633216328653148,0.04849441494216067,0.03205889605925216,0.04769580419580425
11/01/2024,0.027007,0.03620699999999999,0.04617773677736784,0.03523899301319733,0.036
12/01/2024,0.025915,0.03882234414607755,0.04689217765390206,0.03520093823299448,0.03462321792260692
01/01/2025,0.0259625,NA,NA,0.03455358395084162,0.03524865789628928
02/01/2025,0.028496,NA,NA,NA,0.04352498656636205
