date,developed_4b2,developing_4b2,africa_4b2,asiaoceania_4b2,america_4b2
10/01/2023,2.7434101025340105,5.890624717230351,4.340518968916595,6.741994577485041,6.40414289286872
11/01/2023,2.7899516803389424,6.084077577555528,4.295426850883142,6.914709235950417,6.345620077468466
12/01/2023,2.842329102867339,6.225920960487041,4.44267764401183,7.1782331231972485,6.662439331587052
01/01/2024,2.7235070309539053,5.985317845190989,4.387653539875624,6.676144598760587,6.196862368306537
02/01/2024,2.7005287815481624,5.922588549670805,4.499656623705853,6.487261723736766,6.032356379032221
03/01/2024,2.835318755834797,5.893307135621239,4.602831321277289,6.611003775059754,5.873149132426876
04/01/2024,2.9122529466050406,5.749854775824422,4.541181635923022,6.633990038025617,5.749854775824422
05/01/2024,2.9550026281687773,5.854187584177913,4.731799867803699,6.785533805171034,5.854187584177913
06/01/2024,2.9358896068992952,5.7960887188390116,5.259028161394243,6.906590718875646,5.7633780749620245
07/01/2024,3.033850688114542,5.995355580526312,5.170633684868895,7.463129948089224,5.9364034644697465
08/01/2024,2.119402244735917,5.568505221734357,4.897073086363356,5.623139448075685,5.878714737049412
09/01/2024,2.1507962332741237,5.767285062045342,4.919400141339895,5.8778215478169855,5.881732321393471
10/01/2024,2.110493724326283,5.628874958048651,5.1458496822383575,5.7838709094055964,5.806477804123863
11/01/2024,2.117680720950916,5.690974809483066,5.065535040963427,5.673427425297073,6.1095185424108776
12/01/2024,2.0461050215787355,5.800536338139464,5.601872050465152,5.800536338139464,6.354293496481635
01/01/2025,1.9196087708936271,NA,NA,NA,NA
02/01/2025,1.6964027934453867,NA,NA,NA,NA
